species,decimalLatitude,decimalLongitude
barbatus,19.651667,-101.151667
barbatus,21.266667,-99.718611
barbatus,19.793333,-101.176667
barbatus,21.151667,-101.396667
barbatus,23.938333,-106.426667
barbatus,19.627778,-101.578611
barbatus,21.865,-101.593333
barbatus,21.071944,-101.194167
barbatus,19.895,-101.428333
barbatus,21.798333,-101.356667
barbatus,19.618333,-101.133333
barbatus,21.135,-99.591667
barbatus,20.915278,-99.564444
barbatus,20.648333,-103.438333
barbatus,19.676667,-101.148333
barbatus,18.905,-100.151667
barbatus,20.91528,-99.587049
barbatus,19.781667,-100.641667
barbatus,21.47726,-99.206183
barbatus,19.618333,-101.133333
barbatus,19.523333,-98.818333
barbatus,20.791667,-100.045
barbatus,19.536299,-98.759798
barbatus,29.686944,-108.273889
barbatus,20.805,-100.798333
barbatus,21.461667,-100.498611
barbatus,21.845,-102.718333
barbatus,21.143434,-100.672317
barbatus,19.546389,-101.588333
barbatus,20.531667,-98.64
barbatus,21.845,-102.718333
barbatus,20.508333,-103.171667
barbatus,16.445,-96.9
